claim_id,policy_id,source_system,claimant_anon,claimant_email_anon,claimant_phone_anon,claimant_ssn_anon,claimant_address_anon,anonymization_hash,amount,deductible,coverage_limit,premium_annual,description,date_of_loss,reported_date,adjuster_id,documents,line_of_business,claim_type,claim_subtype,severity,fraud_flag,suspicious_pattern_flag,expected_decision,correct_payout_amount,days_to_first_contact,days_to_investigation_complete,days_to_settle,expected_severity,expected_claim_type,expected_fraud_flag,expected_payout_amount
CLM-2026-01391,HO-2024-117,AS400,CLAIMANT-856B7D,user-856b7d8f73@anonymized.shieldpoint.local,+1-555-856-B7D8,XXX-XX-856B,ADDR-856B7D-ANON,856B7D8F73,90323.59,500,250000,1293.35,Catastrophic theft damage reported by CLAIMANT-856B7D.,2024-04-16,2024-04-19,ADJ-013,hydrology_report.pdf,homeowners,homeowners,theft,catastrophic,False,False,route_to_manual_review,0.0,1,18,29,catastrophic,homeowners,False,0.0
CLM-2026-00732,HE-2024-287,AS400,CLAIMANT-DF25E7,user-df25e71566@anonymized.shieldpoint.local,+1-555-DF2-5E71,XXX-XX-DF25,ADDR-DF25E7-ANON,DF25E71566,9137.77,1500,100000,1409.13,Major emergency room treatment claim for CLAIMANT-DF25E7.,2026-01-18,2026-01-21,ADJ-025,prior_authorization.pdf|itemized_bill.pdf|medical_records.pdf,health,health,emergency_room,high,False,False,approve,7637.77,1,9,29,high,health,False,7637.77
CLM-2026-02763,HO-2024-637,PORTAL,CLAIMANT-29AAED,user-29aaed55f7@anonymized.shieldpoint.local,+1-555-29A-AED5,XXX-XX-29AA,ADDR-29AAED-ANON,29AAED55F7,65831.8,500,50000,3129.23,Total loss smoke damage reported by CLAIMANT-29AAED.,2026-03-02,2026-03-06,ADJ-042,hydrology_report.pdf|adjuster_inspection.pdf|photos_smoke_damage.pdf,homeowners,homeowners,smoke,catastrophic,False,False,route_to_manual_review,0.0,1,18,25,catastrophic,homeowners,False,0.0
CLM-2026-02746,HE-2024-582,PORTAL,CLAIMANT-8C8457,user-8c8457430e@anonymized.shieldpoint.local,+1-555-8C8-4574,XXX-XX-8C84,ADDR-8C8457-ANON,8C8457430E,845.55,1500,100000,1193.83,Moderate prescription treatment claim for CLAIMANT-8C8457.,2026-09-20,2026-09-23,ADJ-036,prior_authorization.pdf|itemized_bill.pdf|treatment_plan.pdf,health,health,prescription,medium,False,False,route_to_manual_review,0.0,3,5,14,medium,health,False,0.0
CLM-2026-01416,HE-2024-868,AS400,CLAIMANT-B90376,user-b903768b96@anonymized.shieldpoint.local,+1-555-B90-3768,XXX-XX-B903,ADDR-B90376-ANON,B903768B96,8990.47,2500,250000,1801.13,Significant imaging treatment claim for CLAIMANT-B90376.,2025-03-06,2025-03-10,ADJ-021,prior_authorization.pdf|itemized_bill.pdf|medical_records.pdf,health,health,imaging,high,False,False,approve,6231.92,2,9,23,high,health,False,6231.92
CLM-2026-01143,HE-2024-084,AS400,CLAIMANT-DEA37D,user-dea37d3520@anonymized.shieldpoint.local,+1-555-DEA-37D3,XXX-XX-DEA3,ADDR-DEA37D-ANON,DEA37D3520,19062.46,2500,500000,1567.21,Severe surgery elective treatment claim for CLAIMANT-DEA37D.,2026-09-08,2026-09-08,ADJ-027,itemized_bill.pdf|medical_records.pdf,health,health,surgery_elective,high,False,False,approve,5549.35,1,9,29,high,health,False,5549.35
CLM-2026-00915,AU-2024-682,PORTAL,CLAIMANT-4466FE,user-4466fe2679@anonymized.shieldpoint.local,+1-555-446-6FE2,XXX-XX-4466,ADDR-4466FE-ANON,4466FE2679,5206.31,1000,300000,3175.04,Noticeable pip medical incident reported by CLAIMANT-4466FE.,2026-06-17,2026-06-20,ADJ-024,police_report.pdf|medical_report.pdf|repair_estimate.pdf,auto,auto,pip_medical,medium,False,False,route_to_manual_review,0.0,3,5,14,medium,auto,False,0.0
CLM-2026-04201,AU-2024-944,PORTAL,CLAIMANT-54F98E,user-54f98e8d0a@anonymized.shieldpoint.local,+1-555-54F-98E8,XXX-XX-54F9,ADDR-54F98E-ANON,54F98E8D0A,1150.92,2500,100000,2041.31,Slight uninsured motorist incident reported by CLAIMANT-54F98E.,2026-02-20,2026-02-27,ADJ-009,repair_estimate.pdf|photos_vehicle_damage.pdf|medical_report.pdf,auto,auto,uninsured_motorist,low,False,False,approve,0.0,2,3,10,low,auto,False,0.0
CLM-2026-01181,HE-2024-807,AS400,CLAIMANT-9264C8,user-9264c86589@anonymized.shieldpoint.local,+1-555-926-4C86,XXX-XX-9264,ADDR-9264C8-ANON,9264C86589,292.54,1500,150000,1032.55,Small physical therapy treatment claim for CLAIMANT-9264C8.,2024-05-08,2024-05-15,ADJ-008,medical_records.pdf,health,health,physical_therapy,low,False,False,route_to_manual_review,0.0,2,3,10,low,health,False,0.0
CLM-2026-03403,HO-2024-854,AS400,CLAIMANT-AB0BA2,user-ab0ba2b2b3@anonymized.shieldpoint.local,+1-555-AB0-BA2B,XXX-XX-AB0B,ADDR-AB0BA2-ANON,AB0BA2B2B3,5782.51,250,150000,921.02,Noticeable theft damage reported by CLAIMANT-AB0BA2.,2026-09-20,2026-09-26,ADJ-014,adjuster_inspection.pdf|contractor_estimate.pdf|hydrology_report.pdf|photos_theft_damage.pdf,homeowners,homeowners,theft,medium,False,False,approve,4552.34,2,5,10,medium,homeowners,False,4552.34
CLM-2026-03168,HO-2024-479,AS400,CLAIMANT-A9D510,user-a9d5100736@anonymized.shieldpoint.local,+1-555-A9D-5100,XXX-XX-A9D5,ADDR-A9D510-ANON,A9D5100736,31713.32,500,250000,3150.9,Significant water damage damage reported by CLAIMANT-A9D510.,2026-03-25,2026-03-29,ADJ-050,hydrology_report.pdf,homeowners,homeowners,water_damage,high,False,False,route_to_manual_review,0.0,1,9,19,high,homeowners,False,0.0
CLM-2026-02475,HO-2024-087,AS400,CLAIMANT-35B3FC,user-35b3fc29fb@anonymized.shieldpoint.local,+1-555-35B-3FC2,XXX-XX-35B3,ADDR-35B3FC-ANON,35B3FC29FB,3865.99,1000,150000,2716.06,Moderate wind damage reported by CLAIMANT-35B3FC.,2025-09-17,2025-09-22,ADJ-017,adjuster_inspection.pdf|hydrology_report.pdf,homeowners,homeowners,wind,medium,False,False,route_to_manual_review,0.0,3,5,17,medium,homeowners,False,0.0
CLM-2026-04882,HE-2024-815,AS400,CLAIMANT-533782,user-5337822a83@anonymized.shieldpoint.local,+1-555-533-7822,XXX-XX-5337,ADDR-533782-ANON,5337822A83,1247.72,2500,300000,1139.0,Noticeable urgent care treatment claim for CLAIMANT-533782.,2025-02-24,2025-02-24,ADJ-047,medical_records.pdf,health,health,urgent_care,medium,False,False,approve,0.0,3,5,10,medium,health,False,0.0
CLM-2026-04463,HO-2024-142,AS400,CLAIMANT-4CA6D4,user-4ca6d4973e@anonymized.shieldpoint.local,+1-555-4CA-6D49,XXX-XX-4CA6,ADDR-4CA6D4-ANON,4CA6D4973E,6940.13,250,500000,1985.19,Moderate lightning damage reported by CLAIMANT-4CA6D4.,2024-03-08,2024-03-10,ADJ-015,hydrology_report.pdf|adjuster_inspection.pdf,homeowners,homeowners,lightning,medium,False,False,approve,4849.79,2,5,12,medium,homeowners,False,4849.79
CLM-2026-04807,HO-2024-010,PORTAL,CLAIMANT-597A51,user-597a511a81@anonymized.shieldpoint.local,+1-555-597-A511,XXX-XX-597A,ADDR-597A51-ANON,597A511A81,4388.96,250,500000,1940.02,Moderate mold damage reported by CLAIMANT-597A51. Note: peril typically excluded from standard policy.,2024-02-16,2024-02-19,ADJ-044,photos_mold_damage.pdf|hydrology_report.pdf,homeowners,homeowners,mold,medium,False,False,deny,0.0,2,5,6,medium,homeowners,False,0.0
CLM-2026-00411,AU-2024-750,AS400,CLAIMANT-786F41,user-786f41a9ee@anonymized.shieldpoint.local,+1-555-786-F41A,XXX-XX-786F,ADDR-786F41-ANON,786F41A9EE,459.43,2500,50000,2238.96,Small vandalism incident reported by CLAIMANT-786F41.,2024-12-20,2024-12-26,ADJ-027,repair_estimate.pdf,auto,auto,vandalism,low,False,False,approve,0.0,1,2,5,low,auto,False,0.0
CLM-2026-01506,HO-2024-741,AS400,CLAIMANT-DFC3C0,user-dfc3c04e10@anonymized.shieldpoint.local,+1-555-DFC-3C04,XXX-XX-DFC3,ADDR-DFC3C0-ANON,DFC3C04E10,771.95,250,250000,2621.66,Slight smoke damage reported by CLAIMANT-DFC3C0.,2025-04-16,2025-04-20,ADJ-001,photos_smoke_damage.pdf|hydrology_report.pdf|adjuster_inspection.pdf,homeowners,homeowners,smoke,low,False,False,route_to_manual_review,0.0,1,2,17,low,homeowners,False,0.0
CLM-2026-01727,HE-2024-204,AS400,CLAIMANT-297FE6,user-297fe62df2@anonymized.shieldpoint.local,+1-555-297-FE62,XXX-XX-297F,ADDR-297FE6-ANON,297FE62DF2,269.44,1000,150000,3016.98,Slight physical therapy treatment claim for CLAIMANT-297FE6.,2026-05-14,2026-05-19,ADJ-002,prior_authorization.pdf|itemized_bill.pdf|treatment_plan.pdf|medical_records.pdf,health,health,physical_therapy,low,False,False,approve,0.0,1,2,4,low,health,False,0.0
CLM-2026-04834,HE-2024-892,AS400,CLAIMANT-287CE5,user-287ce53c82@anonymized.shieldpoint.local,+1-555-287-CE53,XXX-XX-287C,ADDR-287CE5-ANON,287CE53C82,364.39,1500,50000,2192.4,Small emergency room treatment claim for CLAIMANT-287CE5.,2024-12-18,2024-12-18,ADJ-032,treatment_plan.pdf|prior_authorization.pdf|itemized_bill.pdf,health,health,emergency_room,low,False,False,approve,0.0,1,2,7,low,health,False,0.0
CLM-2026-03868,HE-2024-401,AS400,CLAIMANT-00CF87,user-00cf875c6e@anonymized.shieldpoint.local,+1-555-00C-F875,XXX-XX-00CF,ADDR-00CF87-ANON,00CF875C6E,13696.16,250,300000,2407.62,Total loss urgent care treatment claim for CLAIMANT-00CF87.,2025-07-25,2025-07-29,ADJ-020,medical_records.pdf,health,health,urgent_care,catastrophic,False,False,route_to_manual_review,0.0,2,18,25,catastrophic,health,False,0.0
CLM-2026-02418,HE-2024-012,AS400,CLAIMANT-821685,user-82168548cd@anonymized.shieldpoint.local,+1-555-821-6854,XXX-XX-8216,ADDR-821685-ANON,82168548CD,1832.89,2500,50000,2041.44,Noticeable imaging treatment claim for CLAIMANT-821685.,2026-07-21,2026-07-23,ADJ-023,itemized_bill.pdf|treatment_plan.pdf|medical_records.pdf|prior_authorization.pdf,health,health,imaging,medium,False,False,approve,0.0,3,5,16,medium,health,False,0.0
CLM-2026-01681,HO-2024-908,AS400,CLAIMANT-B3474E,user-b3474e69da@anonymized.shieldpoint.local,+1-555-B34-74E6,XXX-XX-B347,ADDR-B3474E-ANON,B3474E69DA,4839.04,1000,300000,868.7,Moderate wind damage reported by CLAIMANT-B3474E.,2024-10-25,2024-10-29,ADJ-002,photos_wind_damage.pdf|adjuster_inspection.pdf|hydrology_report.pdf,homeowners,homeowners,wind,medium,False,False,approve,3318.34,3,5,11,medium,homeowners,False,3318.34
CLM-2026-02732,HO-2024-570,AS400,CLAIMANT-833B60,user-833b607a3d@anonymized.shieldpoint.local,+1-555-833-B607,XXX-XX-833B,ADDR-833B60-ANON,833B607A3D,711.05,500,300000,3052.45,Slight wind damage reported by CLAIMANT-833B60.,2025-03-11,2025-03-14,ADJ-028,adjuster_inspection.pdf,homeowners,homeowners,wind,low,False,False,approve,211.05,2,3,3,low,homeowners,False,211.05
CLM-2026-04359,HO-2024-563,AS400,CLAIMANT-DD10A1,user-dd10a189db@anonymized.shieldpoint.local,+1-555-DD1-0A18,XXX-XX-DD10,ADDR-DD10A1-ANON,DD10A189DB,75093.19,1000,100000,3005.55,Total loss wind damage reported by CLAIMANT-DD10A1.,2024-07-14,2024-07-15,ADJ-050,photos_wind_damage.pdf|hydrology_report.pdf,homeowners,homeowners,wind,catastrophic,False,False,route_to_manual_review,0.0,1,18,33,catastrophic,homeowners,False,0.0
CLM-2026-01122,HO-2024-988,AS400,CLAIMANT-79F61A,user-79f61a2996@anonymized.shieldpoint.local,+1-555-79F-61A2,XXX-XX-79F6,ADDR-79F61A-ANON,79F61A2996,21222.15,500,100000,1659.72,Significant wind damage reported by CLAIMANT-79F61A.,2026-11-19,2026-11-20,ADJ-026,hydrology_report.pdf,homeowners,homeowners,wind,high,False,True,route_to_manual_review,0.0,2,18,23,high,homeowners,False,0.0
CLM-2026-02690,HE-2024-195,AS400,CLAIMANT-B1460B,user-b1460b7fe4@anonymized.shieldpoint.local,+1-555-B14-60B7,XXX-XX-B146,ADDR-B1460B-ANON,B1460B7FE4,121.84,2500,100000,1046.25,Small prescription treatment claim for CLAIMANT-B1460B.,2026-08-23,2026-08-27,ADJ-040,prior_authorization.pdf,health,health,prescription,low,False,True,route_to_manual_review,0.0,1,14,28,low,health,False,0.0
CLM-2026-04607,HE-2024-865,AS400,CLAIMANT-1D0787,user-1d0787b695@anonymized.shieldpoint.local,+1-555-1D0-787B,XXX-XX-1D07,ADDR-1D0787-ANON,1D0787B695,108.12,500,150000,1137.22,Minor prescription treatment claim for CLAIMANT-1D0787.,2024-04-28,2024-05-01,ADJ-027,treatment_plan.pdf|itemized_bill.pdf|medical_records.pdf,health,health,prescription,low,False,False,approve,0.0,1,2,4,low,health,False,0.0
CLM-2026-01933,HO-2024-675,AS400,CLAIMANT-E3FA3D,user-e3fa3d8bbe@anonymized.shieldpoint.local,+1-555-E3F-A3D8,XXX-XX-E3FA,ADDR-E3FA3D-ANON,E3FA3D8BBE,860.76,1000,250000,2684.95,Minor smoke damage reported by CLAIMANT-E3FA3D.,2026-03-25,2026-03-27,ADJ-046,contractor_estimate.pdf|adjuster_inspection.pdf|photos_smoke_damage.pdf,homeowners,homeowners,smoke,low,True,False,deny,0.0,2,9,11,low,homeowners,True,0.0
CLM-2026-02689,HO-2024-040,AS400,CLAIMANT-794C7A,user-794c7a7f84@anonymized.shieldpoint.local,+1-555-794-C7A7,XXX-XX-794C,ADDR-794C7A-ANON,794C7A7F84,5798.22,500,100000,2041.64,Noticeable hail damage reported by CLAIMANT-794C7A.,2026-08-21,2026-08-24,ADJ-005,adjuster_inspection.pdf,homeowners,homeowners,hail,medium,False,False,approve,3765.19,2,5,15,medium,homeowners,False,3765.19
CLM-2026-04570,HO-2024-131,AS400,CLAIMANT-012917,user-012917e114@anonymized.shieldpoint.local,+1-555-012-917E,XXX-XX-0129,ADDR-012917-ANON,012917E114,4116.25,250,150000,1758.27,Moderate vandalism damage reported by CLAIMANT-012917.,2024-11-01,2024-11-02,ADJ-017,photos_vandalism_damage.pdf,homeowners,homeowners,vandalism,medium,False,False,approve,3866.25,2,5,14,medium,homeowners,False,3866.25
CLM-2026-04034,HE-2024-939,AS400,CLAIMANT-0D7008,user-0d7008f347@anonymized.shieldpoint.local,+1-555-0D7-008F,XXX-XX-0D70,ADDR-0D7008-ANON,0D7008F347,241.24,1000,300000,1315.08,Small physical therapy treatment claim for CLAIMANT-0D7008.,2025-04-18,2025-04-25,ADJ-016,medical_records.pdf|prior_authorization.pdf|itemized_bill.pdf|treatment_plan.pdf,health,health,physical_therapy,low,False,False,approve,0.0,1,2,10,low,health,False,0.0
CLM-2026-00747,AU-2024-579,AS400,CLAIMANT-107D2B,user-107d2baf46@anonymized.shieldpoint.local,+1-555-107-D2BA,XXX-XX-107D,ADDR-107D2B-ANON,107D2BAF46,615.93,250,250000,2287.33,Small collision incident reported by CLAIMANT-107D2B.,2025-05-03,2025-05-10,ADJ-013,medical_report.pdf|photos_vehicle_damage.pdf,auto,auto,collision,low,False,False,route_to_manual_review,0.0,1,2,10,low,auto,False,0.0
CLM-2026-02665,AU-2024-274,AS400,CLAIMANT-5AD0C9,user-5ad0c9c96b@anonymized.shieldpoint.local,+1-555-5AD-0C9C,XXX-XX-5AD0,ADDR-5AD0C9-ANON,5AD0C9C96B,720.81,2500,100000,1739.27,Minor collision incident reported by CLAIMANT-5AD0C9.,2026-11-01,2026-11-06,ADJ-034,repair_estimate.pdf|medical_report.pdf|police_report.pdf,auto,auto,collision,low,False,False,approve,0.0,2,3,6,low,auto,False,0.0
CLM-2026-04855,HE-2024-735,AS400,CLAIMANT-888BAF,user-888baf9b7b@anonymized.shieldpoint.local,+1-555-888-BAF9,XXX-XX-888B,ADDR-888BAF-ANON,888BAF9B7B,7941.26,250,150000,1078.33,Major imaging treatment claim for CLAIMANT-888BAF.,2024-09-11,2024-09-11,ADJ-043,treatment_plan.pdf|prior_authorization.pdf|itemized_bill.pdf|medical_records.pdf,health,health,imaging,high,True,False,deny,0.0,1,18,21,high,health,True,0.0
CLM-2026-02017,AU-2024-243,AS400,CLAIMANT-36C878,user-36c878e0d9@anonymized.shieldpoint.local,+1-555-36C-878E,XXX-XX-36C8,ADDR-36C878-ANON,36C878E0D9,4733.31,250,250000,1042.78,Moderate comprehensive weather incident reported by CLAIMANT-36C878.,2026-10-24,2026-10-25,ADJ-012,medical_report.pdf,auto,auto,comprehensive_weather,medium,False,False,approve,3304.6,2,5,13,medium,auto,False,3304.6
CLM-2026-03934,HO-2024-603,PORTAL,CLAIMANT-7A0717,user-7a0717ab0a@anonymized.shieldpoint.local,+1-555-7A0-717A,XXX-XX-7A07,ADDR-7A0717-ANON,7A0717AB0A,1857.7,250,500000,2007.11,Small fire damage reported by CLAIMANT-7A0717.,2026-09-11,2026-09-18,ADJ-048,contractor_estimate.pdf|adjuster_inspection.pdf|photos_fire_damage.pdf,homeowners,homeowners,fire,low,False,False,approve,637.98,1,2,5,low,homeowners,False,637.98
CLM-2026-04886,HO-2024-114,AS400,CLAIMANT-32207B,user-32207bdc40@anonymized.shieldpoint.local,+1-555-322-07BD,XXX-XX-3220,ADDR-32207B-ANON,32207BDC40,4977.12,1000,300000,1754.05,Moderate wind damage reported by CLAIMANT-32207B.,2025-09-14,2025-09-20,ADJ-011,adjuster_inspection.pdf,homeowners,homeowners,wind,medium,False,False,approve,2870.43,2,5,17,medium,homeowners,False,2870.43
CLM-2026-02072,HE-2024-674,AS400,CLAIMANT-CC5385,user-cc5385f2e4@anonymized.shieldpoint.local,+1-555-CC5-385F,XXX-XX-CC53,ADDR-CC5385-ANON,CC5385F2E4,3236.18,250,250000,2313.54,Major prescription treatment claim for CLAIMANT-CC5385.,2024-12-11,2024-12-12,ADJ-009,itemized_bill.pdf,health,health,prescription,high,False,False,deny,0.0,1,9,10,high,health,False,0.0
CLM-2026-04955,HO-2024-341,AS400,CLAIMANT-CAB72A,user-cab72a9be7@anonymized.shieldpoint.local,+1-555-CAB-72A9,XXX-XX-CAB7,ADDR-CAB72A-ANON,CAB72A9BE7,1718.16,250,250000,3043.9,Slight flood damage reported by CLAIMANT-CAB72A. Note: peril typically excluded from standard policy.,2026-06-22,2026-06-22,ADJ-009,photos_flood_damage.pdf,homeowners,homeowners,flood,low,False,False,deny,0.0,1,2,3,low,homeowners,False,0.0
CLM-2026-02915,HE-2024-997,AS400,CLAIMANT-C2B7EF,user-c2b7ef638d@anonymized.shieldpoint.local,+1-555-C2B-7EF6,XXX-XX-C2B7,ADDR-C2B7EF-ANON,C2B7EF638D,365.43,250,300000,2562.78,Minor emergency room treatment claim for CLAIMANT-C2B7EF.,2024-09-11,2024-09-13,ADJ-041,medical_records.pdf|treatment_plan.pdf|prior_authorization.pdf|itemized_bill.pdf,health,health,emergency_room,low,False,False,route_to_manual_review,0.0,2,3,7,low,health,False,0.0
CLM-2026-02289,HO-2024-918,AS400,CLAIMANT-8BA493,user-8ba493a8d0@anonymized.shieldpoint.local,+1-555-8BA-493A,XXX-XX-8BA4,ADDR-8BA493-ANON,8BA493A8D0,17904.01,1000,100000,1470.95,Significant wind damage reported by CLAIMANT-8BA493.,2025-06-08,2025-06-13,ADJ-002,photos_wind_damage.pdf|contractor_estimate.pdf|hydrology_report.pdf|adjuster_inspection.pdf,homeowners,homeowners,wind,high,False,False,route_to_manual_review,0.0,2,9,17,high,homeowners,False,0.0
CLM-2026-01935,HO-2024-546,AS400,CLAIMANT-6AF7B6,user-6af7b6b7bd@anonymized.shieldpoint.local,+1-555-6AF-7B6B,XXX-XX-6AF7,ADDR-6AF7B6-ANON,6AF7B6B7BD,12340.24,250,250000,1736.41,Noticeable fire damage reported by CLAIMANT-6AF7B6.,2026-02-20,2026-02-25,ADJ-001,adjuster_inspection.pdf|photos_fire_damage.pdf|hydrology_report.pdf,homeowners,homeowners,fire,medium,False,False,approve,4091.15,2,5,15,medium,homeowners,False,4091.15
CLM-2026-03600,HE-2024-036,AS400,CLAIMANT-E5DDF2,user-e5ddf20530@anonymized.shieldpoint.local,+1-555-E5D-DF20,XXX-XX-E5DD,ADDR-E5DDF2-ANON,E5DDF20530,9835.51,2500,500000,3054.28,Major emergency room treatment claim for CLAIMANT-E5DDF2.,2026-11-20,2026-11-23,ADJ-042,itemized_bill.pdf,health,health,emergency_room,high,False,False,deny,0.0,1,9,10,high,health,False,0.0
CLM-2026-04499,HE-2024-150,PORTAL,CLAIMANT-528BA3,user-528ba3599a@anonymized.shieldpoint.local,+1-555-528-BA35,XXX-XX-528B,ADDR-528BA3-ANON,528BA3599A,9743.01,2500,150000,2280.32,Moderate surgery emergency treatment claim for CLAIMANT-528BA3.,2026-01-22,2026-01-29,ADJ-041,medical_records.pdf|treatment_plan.pdf|prior_authorization.pdf|itemized_bill.pdf,health,health,surgery_emergency,medium,False,False,approve,0.0,3,5,14,medium,health,False,0.0
CLM-2026-00719,AU-2024-170,AS400,CLAIMANT-8AC871,user-8ac871784d@anonymized.shieldpoint.local,+1-555-8AC-8717,XXX-XX-8AC8,ADDR-8AC871-ANON,8AC871784D,43164.86,1000,100000,1610.47,Total loss collision incident reported by CLAIMANT-8AC871.,2026-01-23,2026-01-26,ADJ-046,police_report.pdf|photos_vehicle_damage.pdf|medical_report.pdf|repair_estimate.pdf,auto,auto,collision,catastrophic,True,False,deny,0.0,2,24,26,catastrophic,auto,True,0.0
CLM-2026-01587,AU-2024-028,AS400,CLAIMANT-2DA9D2,user-2da9d2cba3@anonymized.shieldpoint.local,+1-555-2DA-9D2C,XXX-XX-2DA9,ADDR-2DA9D2-ANON,2DA9D2CBA3,5144.98,250,500000,1374.48,Severe comprehensive glass incident reported by CLAIMANT-2DA9D2.,2024-04-07,2024-04-12,ADJ-048,photos_vehicle_damage.pdf|medical_report.pdf|police_report.pdf|repair_estimate.pdf,auto,auto,comprehensive_glass,high,False,False,deny,0.0,1,9,11,high,auto,False,0.0
CLM-2026-01156,HO-2024-273,AS400,CLAIMANT-29C6D4,user-29c6d48f99@anonymized.shieldpoint.local,+1-555-29C-6D48,XXX-XX-29C6,ADDR-29C6D4-ANON,29C6D48F99,6776.15,2500,500000,2998.09,Noticeable water damage damage reported by CLAIMANT-29C6D4.,2025-10-05,2025-10-06,ADJ-007,adjuster_inspection.pdf|hydrology_report.pdf|photos_water_damage_damage.pdf|contractor_estimate.pdf,homeowners,homeowners,water_damage,medium,False,False,approve,2568.11,2,5,11,medium,homeowners,False,2568.11
CLM-2026-03724,HO-2024-818,AS400,CLAIMANT-4D7CC3,user-4d7cc3b951@anonymized.shieldpoint.local,+1-555-4D7-CC3B,XXX-XX-4D7C,ADDR-4D7CC3-ANON,4D7CC3B951,55802.81,1000,100000,1988.24,Major earthquake damage reported by CLAIMANT-4D7CC3. Note: peril typically excluded from standard policy.,2025-01-18,2025-01-21,ADJ-025,photos_earthquake_damage.pdf|adjuster_inspection.pdf|hydrology_report.pdf|contractor_estimate.pdf,homeowners,homeowners,earthquake,high,False,False,deny,0.0,2,9,11,high,homeowners,False,0.0
CLM-2026-00487,HE-2024-429,AS400,CLAIMANT-7EDA58,user-7eda58c68d@anonymized.shieldpoint.local,+1-555-7ED-A58C,XXX-XX-7EDA,ADDR-7EDA58-ANON,7EDA58C68D,136.0,1000,500000,2104.36,Minor prescription treatment claim for CLAIMANT-7EDA58.,2026-06-16,2026-06-22,ADJ-031,treatment_plan.pdf,health,health,prescription,low,False,False,approve,0.0,1,2,5,low,health,False,0.0
CLM-2026-04516,HO-2024-622,PORTAL,CLAIMANT-650769,user-650769aee5@anonymized.shieldpoint.local,+1-555-650-769A,XXX-XX-6507,ADDR-650769-ANON,650769AEE5,26599.09,500,50000,3073.66,Major water damage damage reported by CLAIMANT-650769.,2024-01-02,2024-01-02,ADJ-028,adjuster_inspection.pdf|contractor_estimate.pdf|hydrology_report.pdf|photos_water_damage_damage.pdf,homeowners,homeowners,water_damage,high,False,False,route_to_manual_review,0.0,1,9,22,high,homeowners,False,0.0
CLM-2026-04222,HO-2024-470,AS400,CLAIMANT-BAC300,user-bac3001191@anonymized.shieldpoint.local,+1-555-BAC-3001,XXX-XX-BAC3,ADDR-BAC300-ANON,BAC3001191,620.29,250,100000,1932.23,Small wear and tear damage reported by CLAIMANT-BAC300. Note: peril typically excluded from standard policy.,2025-03-25,2025-03-29,ADJ-027,photos_wear_and_tear_damage.pdf|adjuster_inspection.pdf|contractor_estimate.pdf|hydrology_report.pdf,homeowners,homeowners,wear_and_tear,low,False,False,deny,0.0,2,3,4,low,homeowners,False,0.0
CLM-2026-02286,HE-2024-750,AS400,CLAIMANT-57244D,user-57244d4415@anonymized.shieldpoint.local,+1-555-572-44D4,XXX-XX-5724,ADDR-57244D-ANON,57244D4415,176.31,250,150000,2891.16,Minor urgent care treatment claim for CLAIMANT-57244D.,2025-04-25,2025-04-27,ADJ-041,medical_records.pdf|itemized_bill.pdf|prior_authorization.pdf|treatment_plan.pdf,health,health,urgent_care,low,False,False,deny,0.0,2,3,4,low,health,False,0.0
CLM-2026-03636,HO-2024-113,AS400,CLAIMANT-47019F,user-47019fc4c0@anonymized.shieldpoint.local,+1-555-470-19FC,XXX-XX-4701,ADDR-47019F-ANON,47019FC4C0,5704.78,1000,250000,3036.58,Moderate hail damage reported by CLAIMANT-47019F.,2026-12-08,2026-12-10,ADJ-028,photos_hail_damage.pdf,homeowners,homeowners,hail,medium,False,False,approve,3465.35,2,5,13,medium,homeowners,False,3465.35
CLM-2026-04152,HO-2024-954,AS400,CLAIMANT-6CC855,user-6cc855cc0a@anonymized.shieldpoint.local,+1-555-6CC-855C,XXX-XX-6CC8,ADDR-6CC855-ANON,6CC855CC0A,5536.12,250,50000,2187.12,Noticeable wind damage reported by CLAIMANT-6CC855.,2024-11-26,2024-12-03,ADJ-007,hydrology_report.pdf|contractor_estimate.pdf|adjuster_inspection.pdf|photos_wind_damage.pdf,homeowners,homeowners,wind,medium,False,False,route_to_manual_review,0.0,2,5,20,medium,homeowners,False,0.0
CLM-2026-03317,AU-2024-785,AS400,CLAIMANT-163919,user-163919f00f@anonymized.shieldpoint.local,+1-555-163-919F,XXX-XX-1639,ADDR-163919-ANON,163919F00F,65161.1,1000,100000,2028.48,Total loss comprehensive theft incident reported by CLAIMANT-163919.,2024-10-01,2024-10-06,ADJ-022,police_report.pdf|photos_vehicle_damage.pdf|medical_report.pdf|repair_estimate.pdf,auto,auto,comprehensive_theft,catastrophic,False,False,route_to_manual_review,0.0,2,18,31,catastrophic,auto,False,0.0
CLM-2026-00247,HO-2024-023,AS400,CLAIMANT-4DA6AE,user-4da6aeb9a8@anonymized.shieldpoint.local,+1-555-4DA-6AEB,XXX-XX-4DA6,ADDR-4DA6AE-ANON,4DA6AEB9A8,66332.81,1500,100000,1937.57,Catastrophic wind damage reported by CLAIMANT-4DA6AE.,2024-05-19,2024-05-25,ADJ-008,hydrology_report.pdf|photos_wind_damage.pdf|contractor_estimate.pdf|adjuster_inspection.pdf,homeowners,homeowners,wind,catastrophic,False,False,route_to_manual_review,0.0,1,18,28,catastrophic,homeowners,False,0.0
